0 0.013 -0.964
0.04 0.013 -0.964
0.08 0.013 -0.964
0.12 0.013 -0.964
0.16 0.013 -0.964
0.2 0.013 -0.964
0.24 0.013 -0.964
0.28 0.013 -0.962
0.32 0.013 -0.959
0.36 0.013 -0.952
0.4 0.015 -0.941
0.44 0.024 -0.928
0.48 0.028 -0.909
0.52 0.035 -0.876
0.56 0.056 -0.831
0.6 0.066 -0.804
0.64 0.069 -0.778
0.68 0.069 -0.757
0.72 0.069 -0.738
0.76 0.069 -0.716
0.8 0.073 -0.684
0.84 0.074 -0.644
0.88 0.074 -0.616
0.92 0.076 -0.580
0.96 0.080 -0.533
1 0.084 -0.504
1.04 0.084 -0.469
1.08 0.086 -0.445
1.12 0.095 -0.416
1.16 0.102 -0.394
1.2 0.105 -0.382
1.24 0.105 -0.368
1.28 0.105 -0.352
1.32 0.111 -0.328
1.36 0.115 -0.311
1.4 0.115 -0.305
1.44 0.118 -0.288
1.48 0.126 -0.266
1.52 0.130 -0.243
1.56 0.135 -0.220
1.6 0.139 -0.203
1.64 0.141 -0.185
1.68 0.141 -0.164
1.72 0.141 -0.152
1.76 0.141 -0.151
1.8 0.141 -0.146
1.84 0.145 -0.136
1.88 0.146 -0.124
1.92 0.147 -0.117
1.96 0.151 -0.109
2 0.153 -0.098
2.04 0.156 -0.085
2.08 0.156 -0.074
2.12 0.156 -0.064
2.16 0.156 -0.054
2.2 0.156 -0.046
2.24 0.156 -0.043
2.28 0.156 -0.038
2.32 0.156 -0.032
2.36 0.156 -0.028
2.4 0.156 -0.028
2.44 0.156 -0.028
2.48 0.158 -0.026
2.52 0.161 -0.023
2.56 0.161 -0.018
2.6 0.165 -0.014
2.64 0.166 -0.013
2.68 0.166 -0.013
2.72 0.166 -0.013
2.76 0.166 -0.013
2.8 0.166 -0.013
2.84 0.166 -0.013
2.88 0.166 -0.013
2.92 0.166 -0.013
2.96 0.169 -0.009
3 0.172 -0.003
3.04 0.177 -0.002
3.08 0.181 0.003
3.12 0.181 0.003
3.16 0.181 0.003
3.2 0.181 0.003
3.24 0.181 0.003
3.28 0.181 0.003
3.32 0.181 0.003
3.36 0.181 0.003
3.4 0.181 0.003
3.44 0.181 0.003
3.48 0.181 0.003
3.52 0.181 0.003
3.56 0.181 0.007
3.6 0.181 0.008
3.64 0.181 0.008
3.68 0.181 0.008
3.72 0.181 0.008
3.76 0.181 0.008
3.8 0.181 0.008
3.84 0.182 0.008
3.88 0.191 0.010
3.92 0.197 0.013
3.96 0.197 0.013
4 0.197 0.013
4.04 0.197 0.013
4.08 0.197 0.013
4.12 0.197 0.013
4.16 0.197 0.013
4.2 0.197 0.013
4.24 0.197 0.013
4.28 0.197 0.013
4.32 0.197 0.013
4.36 0.197 0.013
4.4 0.197 0.013
4.44 0.197 0.013
4.48 0.197 0.013
4.52 0.197 0.013
4.56 0.197 0.013
4.6 0.197 0.013
4.64 0.197 0.013
4.68 0.197 0.013
4.72 0.201 0.012
4.76 0.210 0.008
4.8 0.212 0.008
4.84 0.212 0.008
4.88 0.212 0.008
4.92 0.212 0.008
4.96 0.212 0.008
5 0.212 0.008
5.04 0.212 0.008
5.08 0.212 0.008
5.12 0.212 0.008
5.16 0.212 0.008
5.2 0.212 0.008
5.24 0.212 0.008
5.28 0.212 0.008
5.32 0.214 0.008
5.36 0.227 0.008
5.4 0.233 0.008
5.44 0.233 0.008
5.48 0.233 0.008
5.52 0.233 0.008
5.56 0.233 0.008
5.6 0.233 0.008
5.64 0.233 0.008
5.68 0.233 0.008
5.72 0.233 0.008
5.76 0.233 0.008
5.8 0.242 0.008
5.84 0.259 0.008
5.88 0.268 0.008
5.92 0.268 0.008
5.96 0.268 0.008
6 0.268 0.008
6.04 0.268 0.008
6.08 0.268 0.008
6.12 0.268 0.008
6.16 0.268 0.008
6.2 0.268 0.008
6.24 0.268 0.008
6.28 0.268 0.008
6.32 0.268 0.008
6.36 0.268 0.008
6.4 0.268 0.008
6.44 0.268 0.008
6.48 0.268 0.008
6.52 0.268 0.008
6.56 0.268 0.008
6.6 0.268 0.008
6.64 0.268 0.008
6.68 0.268 0.008
6.72 0.268 0.008
6.76 0.268 0.008
6.8 0.268 0.008
6.84 0.268 0.008
6.88 0.268 0.008
6.92 0.268 0.008
6.96 0.268 0.008
7 0.268 0.008
7.04 0.268 0.008
7.08 0.268 0.008
7.12 0.268 0.008
7.16 0.268 0.008
7.2 0.268 0.008
7.24 0.268 0.008
7.28 0.268 0.008
7.32 0.268 0.008
7.36 0.268 0.008
7.4 0.268 0.008
7.44 0.268 0.008
7.48 0.268 0.008
7.52 0.268 0.008
7.56 0.269 0.008
7.6 0.276 0.008
7.64 0.280 0.008
7.68 0.284 0.008
7.72 0.287 0.013
7.76 0.301 0.017
7.8 0.309 0.018
7.84 0.309 0.018
7.88 0.309 0.018
7.92 0.309 0.018
7.96 0.309 0.018
8 0.309 0.018
8.04 0.309 0.018
8.08 0.309 0.018
8.12 0.309 0.018
8.16 0.312 0.020
8.2 0.314 0.023
8.24 0.314 0.023
8.28 0.314 0.023
8.32 0.314 0.023
8.36 0.314 0.023
8.4 0.314 0.023
8.44 0.314 0.023
8.48 0.314 0.027
8.52 0.314 0.028
8.56 0.314 0.028
8.6 0.314 0.028
8.64 0.314 0.028
8.68 0.314 0.028
8.72 0.314 0.028
8.76 0.314 0.028
8.8 0.314 0.028
8.84 0.314 0.028
8.88 0.314 0.028
8.92 0.314 0.028
8.96 0.314 0.028
9 0.314 0.028
9.04 0.314 0.028
9.08 0.314 0.028
9.12 0.314 0.028
9.16 0.314 0.028
9.2 0.314 0.028
9.24 0.314 0.028
9.28 0.314 0.028
9.32 0.314 0.028
9.36 0.314 0.028
9.4 0.314 0.028
9.44 0.312 0.030
9.48 0.306 0.034
9.52 0.304 0.038
9.56 0.304 0.038
9.6 0.304 0.038
9.64 0.304 0.038
9.68 0.304 0.038
9.72 0.304 0.038
9.76 0.304 0.038
9.8 0.304 0.038
9.84 0.304 0.038
9.88 0.304 0.038
9.92 0.304 0.038
9.96 0.304 0.038
10 0.304 0.038
10.04 0.304 0.038
10.08 0.304 0.038
10.12 0.304 0.038
10.16 0.304 0.038
10.2 0.304 0.038
10.24 0.304 0.038
10.28 0.304 0.038
10.32 0.304 0.038
10.36 0.304 0.038
10.4 0.304 0.038
10.44 0.304 0.038
10.48 0.304 0.038
10.52 0.304 0.038
10.56 0.304 0.038
10.6 0.304 0.038
10.64 0.304 0.038
10.68 0.304 0.038
10.72 0.304 0.038
10.76 0.304 0.038
10.8 0.304 0.038
10.84 0.304 0.038
10.88 0.304 0.038
10.92 0.304 0.038
10.96 0.304 0.038
11 0.304 0.038
11.04 0.304 0.038
11.08 0.304 0.038
11.12 0.304 0.038
11.16 0.304 0.038
11.2 0.304 0.038
11.24 0.304 0.038
11.28 0.304 0.038
11.32 0.304 0.038
11.36 0.304 0.038
11.4 0.304 0.038
11.44 0.304 0.038
11.48 0.304 0.038
11.52 0.304 0.038
11.56 0.304 0.038
11.6 0.304 0.038
11.64 0.304 0.038
11.68 0.304 0.038
11.72 0.304 0.038
11.76 0.304 0.038
11.8 0.304 0.038
11.84 0.304 0.038
11.88 0.304 0.038
11.92 0.304 0.038
11.96 0.304 0.038
12 0.304 0.038
12.04 0.304 0.038
12.08 0.304 0.038
12.12 0.304 0.038
12.16 0.304 0.038
12.2 0.304 0.038
12.24 0.304 0.038
12.28 0.304 0.038
12.32 0.304 0.038
12.36 0.304 0.038
12.4 0.304 0.038
12.44 0.304 0.038
12.48 0.304 0.038
12.52 0.304 0.038
12.56 0.304 0.038
12.6 0.304 0.038
12.64 0.304 0.038
12.68 0.304 0.038
12.72 0.304 0.038
12.76 0.304 0.038
12.8 0.304 0.038
12.84 0.304 0.038
12.88 0.304 0.038
12.92 0.304 0.038
12.96 0.304 0.038
13 0.304 0.038
13.04 0.304 0.038
13.08 0.304 0.038
13.12 0.304 0.038
13.16 0.304 0.038
13.2 0.304 0.038
13.24 0.304 0.038
13.28 0.304 0.038
13.32 0.304 0.038
13.36 0.304 0.038
13.4 0.304 0.038
13.44 0.304 0.038
13.48 0.304 0.038
13.52 0.304 0.038
13.56 0.304 0.038
13.6 0.304 0.038
13.64 0.304 0.038
13.68 0.304 0.038
13.72 0.304 0.038
13.76 0.304 0.038
13.8 0.304 0.038
13.84 0.304 0.038
13.88 0.304 0.038
13.92 0.304 0.038
13.96 0.304 0.038
14 0.304 0.038
14.04 0.304 0.038
14.08 0.304 0.038
14.12 0.304 0.038
14.16 0.304 0.038
14.2 0.304 0.038
14.24 0.304 0.038
14.28 0.304 0.038
14.32 0.304 0.038
14.36 0.304 0.038
14.4 0.304 0.038
14.44 0.304 0.038
14.48 0.304 0.038
14.52 0.304 0.038
14.56 0.304 0.038
14.6 0.304 0.038
14.64 0.304 0.038
14.68 0.304 0.038
14.72 0.304 0.038
14.76 0.304 0.038
14.8 0.304 0.038
14.84 0.304 0.038
14.88 0.304 0.038
14.92 0.304 0.038
14.96 0.304 0.038
15 0.304 0.038
15.04 0.304 0.038
15.08 0.304 0.038
15.12 0.304 0.038
15.16 0.304 0.038
15.2 0.304 0.038
15.24 0.304 0.038
15.28 0.304 0.038
15.32 0.304 0.038
15.36 0.304 0.038
15.4 0.304 0.038
15.44 0.304 0.038
15.48 0.304 0.038
15.52 0.304 0.038
15.56 0.304 0.038
15.6 0.304 0.038
15.64 0.304 0.038
15.68 0.304 0.038
15.72 0.304 0.038
15.76 0.304 0.038
15.8 0.304 0.038
15.84 0.304 0.038
15.88 0.304 0.038
15.92 0.304 0.038
15.96 0.304 0.038
16 0.304 0.038
16.04 0.304 0.038
16.08 0.304 0.038
16.12 0.304 0.038
16.16 0.304 0.038
16.2 0.304 0.038
16.24 0.304 0.038
16.28 0.304 0.038
16.32 0.304 0.038
16.36 0.304 0.038
16.4 0.304 0.038
16.44 0.304 0.038
16.48 0.304 0.038
16.52 0.304 0.038
16.56 0.304 0.038
16.6 0.304 0.038
16.64 0.304 0.038
16.68 0.304 0.038
16.72 0.304 0.038
16.76 0.304 0.038
16.8 0.304 0.038
16.84 0.304 0.038
16.88 0.304 0.038
16.92 0.304 0.038
16.96 0.304 0.038
17 0.304 0.038
17.04 0.304 0.038
17.08 0.304 0.038
17.12 0.304 0.038
17.16 0.304 0.038
17.2 0.304 0.038
17.24 0.304 0.038
17.28 0.304 0.038
17.32 0.304 0.038
17.36 0.304 0.038
17.4 0.304 0.038
17.44 0.304 0.038
17.48 0.304 0.038
17.52 0.304 0.038
17.56 0.304 0.038
17.6 0.304 0.038
17.64 0.304 0.038
17.68 0.304 0.038
17.72 0.304 0.038
17.76 0.304 0.038
17.8 0.304 0.038
17.84 0.304 0.038
17.88 0.304 0.038
17.92 0.304 0.038
17.96 0.304 0.038
18 0.304 0.038
18.04 0.304 0.038
18.08 0.304 0.038
18.12 0.304 0.038
18.16 0.304 0.038
18.2 0.304 0.038
18.24 0.304 0.038
18.28 0.304 0.038
18.32 0.304 0.038
18.36 0.304 0.038
18.4 0.304 0.038
18.44 0.304 0.038
18.48 0.304 0.038
18.52 0.304 0.038
18.56 0.304 0.038
18.6 0.304 0.038
18.64 0.304 0.038
18.68 0.304 0.038
18.72 0.304 0.038
18.76 0.304 0.038
18.8 0.304 0.038
18.84 0.304 0.038
18.88 0.304 0.038
18.92 0.304 0.038
18.96 0.304 0.038
19 0.304 0.038
19.04 0.304 0.039
19.08 0.304 0.049
19.12 0.304 0.053
19.16 0.304 0.054
19.2 0.304 0.054
19.24 0.304 0.054
19.28 0.304 0.054
19.32 0.304 0.054
19.36 0.304 0.054
19.4 0.304 0.054
19.44 0.304 0.054
19.48 0.304 0.054
19.52 0.304 0.054
19.56 0.304 0.054
19.6 0.304 0.054
19.64 0.304 0.054
19.68 0.304 0.054
19.72 0.304 0.054
19.76 0.304 0.054
19.8 0.304 0.056
19.84 0.304 0.063
19.88 0.304 0.064
19.92 0.304 0.064
19.96 0.304 0.064
20 0.304 0.064
20.04 0.304 0.064
20.08 0.304 0.064
20.12 0.304 0.064
20.16 0.304 0.064
