0 -0.003 -0.948
0.04 -0.003 -0.948
0.08 -0.003 -0.948
0.12 -0.003 -0.948
0.16 -0.003 -0.948
0.2 -0.003 -0.948
0.24 -0.003 -0.940
0.28 -0.005 -0.935
0.32 -0.008 -0.933
0.36 -0.008 -0.933
0.4 -0.012 -0.926
0.44 -0.020 -0.920
0.48 -0.023 -0.914
0.52 -0.023 -0.913
0.56 -0.025 -0.911
0.6 -0.038 -0.894
0.64 -0.063 -0.862
0.68 -0.092 -0.821
0.72 -0.108 -0.808
0.76 -0.128 -0.779
0.8 -0.139 -0.764
0.84 -0.141 -0.764
0.88 -0.141 -0.764
0.92 -0.141 -0.764
0.96 -0.141 -0.764
1 -0.141 -0.764
1.04 -0.141 -0.764
1.08 -0.141 -0.764
1.12 -0.141 -0.764
1.16 -0.141 -0.764
1.2 -0.141 -0.764
1.24 -0.141 -0.764
1.28 -0.141 -0.764
1.32 -0.141 -0.764
1.36 -0.141 -0.764
1.4 -0.141 -0.764
1.44 -0.141 -0.759
1.48 -0.141 -0.750
1.52 -0.141 -0.749
1.56 -0.141 -0.749
1.6 -0.141 -0.749
1.64 -0.141 -0.749
1.68 -0.141 -0.749
1.72 -0.141 -0.749
1.76 -0.141 -0.749
1.8 -0.141 -0.749
1.84 -0.141 -0.749
1.88 -0.141 -0.749
1.92 -0.141 -0.749
1.96 -0.141 -0.749
2 -0.141 -0.749
2.04 -0.141 -0.749
2.08 -0.141 -0.748
2.12 -0.150 -0.735
2.16 -0.164 -0.716
2.2 -0.173 -0.707
2.24 -0.176 -0.703
2.28 -0.176 -0.703
2.32 -0.176 -0.703
2.36 -0.176 -0.703
2.4 -0.176 -0.703
2.44 -0.177 -0.702
2.48 -0.181 -0.698
2.52 -0.181 -0.698
2.56 -0.181 -0.698
2.6 -0.186 -0.693
2.64 -0.200 -0.682
2.68 -0.220 -0.669
2.72 -0.230 -0.662
2.76 -0.238 -0.660
2.8 -0.244 -0.652
2.84 -0.248 -0.648
2.88 -0.250 -0.647
2.92 -0.257 -0.643
2.96 -0.263 -0.637
3 -0.263 -0.635
3.04 -0.264 -0.631
3.08 -0.269 -0.628
3.12 -0.274 -0.621
3.16 -0.280 -0.616
3.2 -0.284 -0.616
3.24 -0.284 -0.616
3.28 -0.284 -0.616
3.32 -0.284 -0.616
3.36 -0.284 -0.613
3.4 -0.292 -0.607
3.44 -0.294 -0.602
3.48 -0.299 -0.596
3.52 -0.299 -0.596
3.56 -0.301 -0.594
3.6 -0.307 -0.588
3.64 -0.309 -0.585
3.68 -0.313 -0.582
3.72 -0.314 -0.580
3.76 -0.314 -0.580
3.8 -0.314 -0.580
3.84 -0.314 -0.580
3.88 -0.318 -0.577
3.92 -0.326 -0.569
3.96 -0.330 -0.565
4 -0.330 -0.565
4.04 -0.330 -0.565
4.08 -0.330 -0.565
4.12 -0.331 -0.563
4.16 -0.335 -0.560
4.2 -0.335 -0.560
4.24 -0.335 -0.560
4.28 -0.335 -0.560
4.32 -0.335 -0.560
4.36 -0.335 -0.560
4.4 -0.335 -0.560
4.44 -0.335 -0.555
4.48 -0.340 -0.555
4.52 -0.340 -0.555
4.56 -0.340 -0.555
4.6 -0.340 -0.555
4.64 -0.340 -0.555
4.68 -0.340 -0.555
4.72 -0.340 -0.555
4.76 -0.340 -0.555
4.8 -0.340 -0.555
4.84 -0.341 -0.553
4.88 -0.352 -0.543
4.92 -0.355 -0.537
4.96 -0.355 -0.534
5 -0.355 -0.534
5.04 -0.355 -0.534
5.08 -0.355 -0.534
5.12 -0.355 -0.534
5.16 -0.355 -0.534
5.2 -0.359 -0.534
5.24 -0.365 -0.529
5.28 -0.366 -0.524
5.32 -0.366 -0.524
5.36 -0.373 -0.521
5.4 -0.376 -0.518
5.44 -0.381 -0.512
5.48 -0.389 -0.503
5.52 -0.400 -0.494
5.56 -0.404 -0.488
5.6 -0.411 -0.481
5.64 -0.417 -0.477
5.68 -0.422 -0.473
5.72 -0.423 -0.473
5.76 -0.427 -0.473
5.8 -0.427 -0.473
5.84 -0.427 -0.473
5.88 -0.427 -0.472
5.92 -0.432 -0.468
5.96 -0.432 -0.468
6 -0.432 -0.468
6.04 -0.432 -0.468
6.08 -0.432 -0.468
6.12 -0.432 -0.468
6.16 -0.432 -0.468
6.2 -0.442 -0.462
6.24 -0.449 -0.454
6.28 -0.456 -0.452
6.32 -0.458 -0.452
6.36 -0.458 -0.450
6.4 -0.461 -0.444
6.44 -0.465 -0.440
6.48 -0.468 -0.437
6.52 -0.473 -0.432
6.56 -0.478 -0.429
6.6 -0.482 -0.426
6.64 -0.491 -0.418
6.68 -0.503 -0.417
6.72 -0.504 -0.412
6.76 -0.508 -0.412
6.8 -0.509 -0.412
6.84 -0.513 -0.406
6.88 -0.515 -0.401
6.92 -0.520 -0.401
6.96 -0.524 -0.396
7 -0.530 -0.388
7.04 -0.543 -0.377
7.08 -0.557 -0.369
7.12 -0.566 -0.364
7.16 -0.573 -0.358
7.2 -0.577 -0.354
7.24 -0.580 -0.350
7.28 -0.580 -0.350
7.32 -0.580 -0.350
7.36 -0.580 -0.350
7.4 -0.580 -0.350
7.44 -0.580 -0.350
7.48 -0.580 -0.350
7.52 -0.580 -0.350
7.56 -0.580 -0.350
7.6 -0.585 -0.345
7.64 -0.588 -0.343
7.68 -0.590 -0.340
7.72 -0.590 -0.340
7.76 -0.591 -0.340
7.8 -0.596 -0.335
7.84 -0.596 -0.335
7.88 -0.596 -0.335
7.92 -0.596 -0.335
7.96 -0.596 -0.335
8 -0.596 -0.335
8.04 -0.596 -0.335
8.08 -0.596 -0.335
8.12 -0.596 -0.335
8.16 -0.596 -0.335
8.2 -0.596 -0.335
8.24 -0.596 -0.335
8.28 -0.596 -0.335
8.32 -0.596 -0.335
8.36 -0.596 -0.335
8.4 -0.596 -0.335
8.44 -0.596 -0.335
8.48 -0.596 -0.334
8.52 -0.607 -0.324
8.56 -0.619 -0.309
8.6 -0.630 -0.297
8.64 -0.635 -0.290
8.68 -0.637 -0.289
8.72 -0.642 -0.284
8.76 -0.642 -0.282
8.8 -0.643 -0.279
8.84 -0.647 -0.275
8.88 -0.650 -0.274
8.92 -0.652 -0.273
8.96 -0.652 -0.268
9 -0.657 -0.268
9.04 -0.660 -0.261
9.08 -0.667 -0.253
9.12 -0.667 -0.248
9.16 -0.671 -0.244
9.2 -0.675 -0.227
9.24 -0.682 -0.205
9.28 -0.690 -0.189
9.32 -0.693 -0.187
9.36 -0.693 -0.187
9.4 -0.693 -0.187
9.44 -0.693 -0.187
9.48 -0.693 -0.187
9.52 -0.693 -0.187
9.56 -0.693 -0.187
9.6 -0.693 -0.187
9.64 -0.693 -0.187
9.68 -0.693 -0.187
9.72 -0.693 -0.187
9.76 -0.693 -0.187
9.8 -0.693 -0.187
9.84 -0.693 -0.187
9.88 -0.693 -0.187
9.92 -0.693 -0.187
9.96 -0.693 -0.187
10 -0.693 -0.187
10.04 -0.693 -0.187
10.08 -0.693 -0.187
10.12 -0.693 -0.187
10.16 -0.693 -0.187
10.2 -0.693 -0.184
10.24 -0.694 -0.176
10.28 -0.701 -0.159
10.32 -0.703 -0.151
10.36 -0.703 -0.151
10.4 -0.703 -0.151
10.44 -0.703 -0.151
10.48 -0.703 -0.151
10.52 -0.703 -0.151
10.56 -0.703 -0.151
10.6 -0.703 -0.151
10.64 -0.703 -0.151
10.68 -0.703 -0.151
10.72 -0.703 -0.151
10.76 -0.703 -0.151
10.8 -0.703 -0.151
10.84 -0.703 -0.151
10.88 -0.703 -0.151
10.92 -0.703 -0.151
10.96 -0.703 -0.151
11 -0.703 -0.151
11.04 -0.703 -0.151
11.08 -0.703 -0.151
11.12 -0.703 -0.151
11.16 -0.703 -0.151
11.2 -0.703 -0.151
11.24 -0.703 -0.151
11.28 -0.703 -0.151
11.32 -0.703 -0.151
11.36 -0.703 -0.151
11.4 -0.703 -0.151
11.44 -0.703 -0.151
11.48 -0.702 -0.161
11.52 -0.698 -0.166
11.56 -0.698 -0.166
11.6 -0.698 -0.166
11.64 -0.698 -0.166
11.68 -0.698 -0.166
11.72 -0.698 -0.166
11.76 -0.698 -0.166
11.8 -0.696 -0.171
11.84 -0.683 -0.180
11.88 -0.677 -0.181
11.92 -0.677 -0.181
11.96 -0.677 -0.181
12 -0.677 -0.181
12.04 -0.676 -0.181
12.08 -0.672 -0.181
12.12 -0.672 -0.181
12.16 -0.672 -0.181
12.2 -0.672 -0.181
12.24 -0.672 -0.181
12.28 -0.672 -0.181
12.32 -0.672 -0.181
12.36 -0.672 -0.181
12.4 -0.672 -0.181
12.44 -0.672 -0.181
12.48 -0.672 -0.181
12.52 -0.667 -0.181
12.56 -0.667 -0.181
12.6 -0.667 -0.181
12.64 -0.667 -0.181
12.68 -0.667 -0.181
12.72 -0.667 -0.181
12.76 -0.667 -0.181
12.8 -0.667 -0.181
12.84 -0.667 -0.181
12.88 -0.667 -0.185
12.92 -0.667 -0.187
12.96 -0.667 -0.187
13 -0.667 -0.187
13.04 -0.667 -0.187
13.08 -0.662 -0.191
13.12 -0.657 -0.192
13.16 -0.657 -0.192
13.2 -0.657 -0.192
13.24 -0.657 -0.192
13.28 -0.657 -0.192
13.32 -0.657 -0.192
13.36 -0.657 -0.192
13.4 -0.657 -0.192
13.44 -0.657 -0.192
13.48 -0.657 -0.192
13.52 -0.657 -0.192
13.56 -0.657 -0.192
13.6 -0.657 -0.192
13.64 -0.657 -0.192
13.68 -0.657 -0.192
13.72 -0.657 -0.192
13.76 -0.657 -0.192
13.8 -0.657 -0.192
13.84 -0.657 -0.192
13.88 -0.656 -0.196
13.92 -0.652 -0.197
13.96 -0.652 -0.197
14 -0.652 -0.197
14.04 -0.652 -0.197
14.08 -0.652 -0.197
14.12 -0.652 -0.197
14.16 -0.652 -0.197
14.2 -0.652 -0.197
14.24 -0.652 -0.197
14.28 -0.652 -0.197
14.32 -0.652 -0.197
14.36 -0.652 -0.197
14.4 -0.652 -0.197
14.44 -0.652 -0.197
14.48 -0.652 -0.197
14.52 -0.652 -0.197
14.56 -0.652 -0.197
14.6 -0.652 -0.197
14.64 -0.652 -0.197
14.68 -0.652 -0.197
14.72 -0.652 -0.197
14.76 -0.652 -0.197
14.8 -0.652 -0.197
14.84 -0.652 -0.197
14.88 -0.652 -0.197
14.92 -0.652 -0.197
14.96 -0.652 -0.197
15 -0.652 -0.197
15.04 -0.652 -0.196
15.08 -0.652 -0.188
15.12 -0.652 -0.187
15.16 -0.652 -0.187
15.2 -0.652 -0.187
15.24 -0.652 -0.184
15.28 -0.652 -0.174
15.32 -0.652 -0.157
15.36 -0.652 -0.148
15.4 -0.652 -0.146
15.44 -0.652 -0.146
15.48 -0.652 -0.141
15.52 -0.652 -0.133
15.56 -0.653 -0.118
15.6 -0.659 -0.106
15.64 -0.666 -0.090
15.68 -0.673 -0.065
15.72 -0.682 -0.054
15.76 -0.683 -0.054
15.8 -0.683 -0.054
15.84 -0.683 -0.054
15.88 -0.683 -0.054
15.92 -0.684 -0.052
15.96 -0.689 -0.040
16 -0.696 -0.024
16.04 -0.698 -0.013
16.08 -0.698 -0.013
16.12 -0.698 -0.013
16.16 -0.698 -0.013
16.2 -0.698 -0.013
16.24 -0.698 -0.013
16.28 -0.698 -0.013
16.32 -0.698 -0.013
16.36 -0.698 -0.013
16.4 -0.698 -0.013
16.44 -0.708 -0.007
16.48 -0.713 -0.003
16.52 -0.713 -0.003
16.56 -0.713 -0.003
16.6 -0.713 -0.003
16.64 -0.713 -0.003
16.68 -0.713 -0.003
16.72 -0.713 -0.003
16.76 -0.713 -0.003
16.8 -0.713 -0.003
16.84 -0.718 0.002
16.88 -0.718 0.003
16.92 -0.718 0.003
16.96 -0.718 0.003
17 -0.718 0.003
17.04 -0.718 0.003
17.08 -0.718 0.003
17.12 -0.718 0.003
17.16 -0.718 0.003
17.2 -0.718 0.003
17.24 -0.718 0.003
17.28 -0.718 0.003
17.32 -0.718 0.003
17.36 -0.718 0.003
17.4 -0.718 0.003
17.44 -0.718 0.003
17.48 -0.718 0.003
17.52 -0.718 0.003
17.56 -0.718 0.003
17.6 -0.718 0.003
17.64 -0.718 0.003
17.68 -0.718 0.003
17.72 -0.718 0.003
17.76 -0.718 0.003
17.8 -0.718 0.003
17.84 -0.718 0.003
17.88 -0.718 0.003
17.92 -0.718 0.003
17.96 -0.718 0.003
18 -0.718 0.003
18.04 -0.718 0.003
18.08 -0.718 0.003
18.12 -0.718 0.003
18.16 -0.718 0.003
18.2 -0.718 0.003
18.24 -0.718 0.003
18.28 -0.718 0.003
18.32 -0.718 0.003
18.36 -0.718 0.003
18.4 -0.718 0.003
18.44 -0.718 0.003
18.48 -0.718 0.003
18.52 -0.718 0.003
18.56 -0.718 0.003
18.6 -0.718 0.003
18.64 -0.718 0.003
18.68 -0.718 0.003
18.72 -0.718 0.003
18.76 -0.718 0.003
18.8 -0.718 0.003
18.84 -0.718 0.003
18.88 -0.718 0.003
18.92 -0.718 0.003
18.96 -0.718 0.003
19 -0.718 0.003
19.04 -0.718 0.003
19.08 -0.718 0.003
19.12 -0.718 0.003
19.16 -0.718 0.003
19.2 -0.718 0.003
19.24 -0.718 0.003
19.28 -0.718 0.003
19.32 -0.718 0.003
19.36 -0.718 0.003
19.4 -0.718 0.003
19.44 -0.718 0.003
19.48 -0.718 0.003
19.52 -0.718 0.003
19.56 -0.718 0.003
19.6 -0.718 0.003
19.64 -0.718 0.003
19.68 -0.718 0.003
19.72 -0.718 0.003
19.76 -0.718 0.003
19.8 -0.718 0.003
19.84 -0.718 0.003
19.88 -0.718 0.003
19.92 -0.718 0.003
19.96 -0.718 0.003
20 -0.718 0.003
20.04 -0.718 0.003
20.08 -0.718 0.003
20.12 -0.718 0.003
20.16 -0.718 0.003
20.2 -0.718 0.003
20.24 -0.718 -0.004
20.28 -0.718 -0.008
20.32 -0.718 -0.008
20.36 -0.718 -0.008
20.4 -0.718 -0.008
20.44 -0.718 -0.008
20.48 -0.718 -0.008
20.52 -0.718 -0.008
20.56 -0.718 -0.018
20.6 -0.718 -0.020
20.64 -0.718 -0.023
20.68 -0.718 -0.024
20.72 -0.718 -0.032
20.76 -0.718 -0.037
20.8 -0.716 -0.041
20.84 -0.713 -0.046
20.88 -0.713 -0.052
20.92 -0.711 -0.056
20.96 -0.708 -0.062
21 -0.708 -0.071
21.04 -0.708 -0.077
21.08 -0.708 -0.079
21.12 -0.708 -0.079
21.16 -0.708 -0.079
21.2 -0.708 -0.082
21.24 -0.708 -0.084
21.28 -0.708 -0.084
21.32 -0.708 -0.084
21.36 -0.708 -0.084
21.4 -0.708 -0.084
21.44 -0.708 -0.084
21.48 -0.708 -0.084
21.52 -0.708 -0.084
21.56 -0.708 -0.084
21.6 -0.708 -0.084
21.64 -0.708 -0.084
21.68 -0.708 -0.084
21.72 -0.708 -0.084
21.76 -0.708 -0.084
21.8 -0.708 -0.084
21.84 -0.708 -0.084
21.88 -0.708 -0.084
21.92 -0.708 -0.084
21.96 -0.708 -0.084
22 -0.708 -0.084
22.04 -0.708 -0.084
22.08 -0.708 -0.084
22.12 -0.708 -0.086
22.16 -0.708 -0.092
22.2 -0.708 -0.095
22.24 -0.708 -0.095
22.28 -0.708 -0.097
22.32 -0.703 -0.104
22.36 -0.703 -0.105
22.4 -0.703 -0.109
22.44 -0.703 -0.110
22.48 -0.703 -0.110
22.52 -0.703 -0.110
22.56 -0.703 -0.110
22.6 -0.703 -0.110
22.64 -0.703 -0.110
22.68 -0.703 -0.114
22.72 -0.703 -0.116
22.76 -0.702 -0.123
22.8 -0.698 -0.130
22.84 -0.698 -0.135
22.88 -0.697 -0.136
22.92 -0.693 -0.143
22.96 -0.693 -0.148
23 -0.691 -0.155
23.04 -0.688 -0.163
23.08 -0.683 -0.174
23.12 -0.679 -0.185
23.16 -0.670 -0.199
23.2 -0.664 -0.210
23.24 -0.660 -0.225
23.28 -0.656 -0.238
23.32 -0.647 -0.248
23.36 -0.647 -0.253
23.4 -0.645 -0.257
23.44 -0.639 -0.266
23.48 -0.629 -0.273
23.52 -0.620 -0.282
23.56 -0.608 -0.292
23.6 -0.594 -0.303
23.64 -0.580 -0.311
23.68 -0.574 -0.314
23.72 -0.570 -0.316
23.76 -0.568 -0.320
23.8 -0.563 -0.321
23.84 -0.559 -0.325
23.88 -0.555 -0.327
23.92 -0.547 -0.334
23.96 -0.543 -0.336
24 -0.539 -0.340
24.04 -0.539 -0.340
24.08 -0.539 -0.340
24.12 -0.539 -0.340
24.16 -0.539 -0.340
24.2 -0.539 -0.340
24.24 -0.539 -0.340
24.28 -0.539 -0.340
24.32 -0.539 -0.340
24.36 -0.539 -0.340
24.4 -0.539 -0.340
24.44 -0.539 -0.340
24.48 -0.539 -0.340
24.52 -0.539 -0.340
24.56 -0.539 -0.340
24.6 -0.539 -0.340
24.64 -0.539 -0.340
24.68 -0.539 -0.340
24.72 -0.539 -0.340
24.76 -0.539 -0.340
24.8 -0.539 -0.340
24.84 -0.539 -0.340
24.88 -0.539 -0.340
24.92 -0.539 -0.340
24.96 -0.539 -0.340
25 -0.539 -0.340
25.04 -0.539 -0.340
25.08 -0.539 -0.340
25.12 -0.539 -0.340
25.16 -0.539 -0.340
25.2 -0.539 -0.340
25.24 -0.539 -0.340
25.28 -0.539 -0.340
25.32 -0.539 -0.340
25.36 -0.539 -0.340
25.4 -0.539 -0.340
25.44 -0.539 -0.340
25.48 -0.539 -0.340
25.52 -0.539 -0.340
25.56 -0.539 -0.340
25.6 -0.539 -0.340
25.64 -0.539 -0.340
25.68 -0.539 -0.340
25.72 -0.539 -0.340
25.76 -0.539 -0.340
25.8 -0.539 -0.340
25.84 -0.539 -0.340
25.88 -0.539 -0.340
25.92 -0.539 -0.340
25.96 -0.539 -0.340
26 -0.539 -0.340
26.04 -0.539 -0.340
26.08 -0.539 -0.340
26.12 -0.539 -0.340
26.16 -0.539 -0.340
26.2 -0.539 -0.340
26.24 -0.539 -0.340
26.28 -0.539 -0.340
26.32 -0.539 -0.340
26.36 -0.539 -0.340
26.4 -0.539 -0.340
